,id,user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,retweets,favorites,is_retweet
5549,1360685424675463170,CHEManager International,"Weinheim, Germany","Wiley’s leading media brand providing first-hand information on the global chemical, life science and process industries.  https://t.co/xh8S6IJnaB",2010-01-14 07:42:26,3535,1197,467,False,2021-02-13 20:21:00,A German pressure group calling itself @Peng has started a campaign called #BiontechLeaks calling on… https://t.co/EQcg3aQXk7,['BiontechLeaks'],TweetDeck,3,2,False
9977,1429870035426844676,Dr Lidiya Angelova,Milky Way,Ph.D. in microbiology. Follow my blog for #COVID19 news which isn't in mass media and to get my book. If off for a day I'm locked. @genuineprospec1 backup,2012-04-08 18:46:01,18717,2101,51466,False,2021-08-23 18:15:56,But you are lab rat since they were skipped in the approval of #PfizerBiontech experimental medical treatment....… https://t.co/HrEDmqcvVi,['PfizerBiontech'],Twitter Web App,18,41,False
823,1340146172854353920,anconeus,India,"With a lamp I walk through narrow crevices of joints (Arthroscopy surgeon)

#Trauma #Arthroscopy #Arthroplasty #Spine  #medtwitter #orthotwitter #flute",2015-07-25 01:38:36,1548,1662,9889,False,2020-12-19 04:05:20,"I have seen many vaccine videos so far...

But haven't seen anyone aspirating before injecting...

Isn't there a sm… https://t.co/sg7Qvr5kcx",,Twitter for Android,3,8,False
840,1340082039995985920,Nick Morrison,"Sevenoaks, South East","Journalist working on @AFP's English social media accounts and @EUDataNewsHub. Tweets news, nature. Ex @guardian @independent. All posts/opinions my own etc.",2009-01-16 22:37:36,1966,1734,45006,True,2020-12-18 23:50:30,Fascinating read on the scientist whose work paved the way for the #PfizerBioNTech and #Moderna Covid vaccines https://t.co/ZzWIOiBRbW,"['PfizerBioNTech', 'Moderna']",Twitter for Android,1,1,False
10499,1443060106468335621,Deccan Chronicle,"Hyderabad, India",Deccan Chronicle brings you news and views from around the world -- accurate and immediate.,2009-01-26 04:16:09,98291,218,1494,True,2021-09-29 03:48:34,The company said Tuesday it provided health regulators with data from a recent study of its vaccine in children 5 t… https://t.co/diVGjGodXt,,TweetDeck,0,1,False
757,1339446545465241600,"NurseMark, RN, CEN",Guam,"BSN, RN, CEN | #ERNurse, a husband, a father, a son and a brother. A Filipino Immigrant 🇵🇭 and now living the island life of 🇬🇺 🇺🇸 and a Post-Grad Student",2011-04-06 15:10:23,308,1112,275,False,2020-12-17 05:45:16,I did it! #PfizerCOVIDvaccine #PfizerBioNTech #GetVaccinated #NurseTwitter #ERNurse #EDNurse #PinoyNurse… https://t.co/7oJw78fnW2,"['PfizerCOVIDvaccine', 'PfizerBioNTech', 'GetVaccinated', 'NurseTwitter', 'ERNurse', 'EDNurse', 'PinoyNurse']",Twitter for iPhone,0,1,False
4134,1352104413633064961,Best Health 4 You,Planet Earth,"Promoting healthy, natural supplements and more for best health for you. Visit my site and try free offers.
Strongly against radicals & nazi around the world.",2013-07-06 19:54:34,384,37,15333,False,2021-01-21 04:03:07,"Allergy Concerns and the #mRNA COVID-19 Vaccine
A must read for all who are considering to go for #vaccination. Imp… https://t.co/LUDKjIOoHg","['mRNA', 'vaccination']",Twitter Web App,0,1,False
4657,1354057978715000835,Escape the Hive Mind,,"“When you tear out a man’s tongue you are not proving him a liar, you’re only telling the world that you fear what he might say”",2021-01-03 11:01:15,151,531,1978,False,2021-01-26 13:25:53,@KassandraKitson @1crazy_toaster Too bad it hasn’t stopped #PfizerBioNTech &amp; #Moderna from their global genocide,"['PfizerBioNTech', 'Moderna']",Twitter for iPhone,0,0,False
10804,1450361070632140803,Thand🌏ra Times,"Chennai, India","https://t.co/mIYTydZ2Pu is a news and entertainment website. We provide you with the latest breaking news , images and videos from the industry.",2018-11-21 06:10:39,2095,514,267,False,2021-10-19 07:20:00,"Mix-and-match vax effective against COVID: Lancet

#coronavaccine #Astrazenecavaccine #Pfizerbiontech  #Moderna

Re… https://t.co/LvuQl3nvRo","['coronavaccine', 'Astrazenecavaccine', 'Pfizerbiontech', 'Moderna']",Twitter Web App,0,0,False
6771,1370076883279224832,Zaheer Anwar,Dubai,,2010-01-04 10:16:29,187,109,407,False,2021-03-11 18:19:18,Got my first jab of #PfizerBiontech #COVID19 vaccine today. Wonderful arrangements and very prompt staff at the vac… https://t.co/xWUrUtIdnL,"['PfizerBiontech', 'COVID19']",Twitter for iPhone,0,0,False
6785,1370021742647799813,Economic Times,,"India's No. 1 Business Daily that brings you the latest #news updates | A Times Internet Product
https://t.co/1XskCMZXK5",2009-05-13 12:54:58,3861303,43,405,True,2021-03-11 14:40:11,Pfizer-Biontech's #CoronavirusVaccine offers more protection than earlier thought with effectiveness in preventing… https://t.co/ttvAVZzRxM,['CoronavirusVaccine'],TweetDeck,4,14,False
4081,1351580995540168704,Marie Cachet,,https://t.co/uqDfflQ03l,2019-06-17 19:39:29,11132,38,12935,False,2021-01-19 17:23:15,Five people have died in France after receiving the anti-coronavirus #Vaccine  #PfizerBioNTech. https://t.co/frYwpa7gxt,"['Vaccine', 'PfizerBioNTech']",Twitter Web App,15,131,False
1329,1341651533688029185,AlShorts,"Dubai Marina, Dubai","A one-stop destination for news from around the world in 30 seconds.
Download app now - https://t.co/ghxoaIkl8n",2019-06-13 12:28:54,232,49,16,False,2020-12-23 07:47:06,Supreme Committee of Crisis and Disaster Management will start #PfizerBioNTech COVID-19 #vaccination campaign in… https://t.co/hypLErrJbG,"['PfizerBioNTech', 'vaccination']",Twitter Web App,0,2,False
1899,1344018027952697349,Scott Mackay 🇨🇦 🏃‍♂️ ☕️ 🍷 8⃣0⃣ 🎵,Canada,Proud East Coaster | Coffee Aficionado | Wine Connoisseur | 80s Music Fanatic | Libéral | COMMS | Avid Runner | Vegan | UPEI Mount Allison | Philippians 4:13,2012-01-12 19:31:36,699,699,12089,False,2020-12-29 20:30:43,"Back in November, Michelle Rempel Garner suggested that Canadians might not be vaccinated until 2030. Turns out her… https://t.co/305MgNUtqw",,Twitter Web App,0,0,False
2686,1347473176238940161,Émilie Vanderhulst 🇧🇪🇪🇺😷,,EUaffairs🇪🇺 l daily EU brief for @BXFM1043•@ResMusica•birder🦆• @Natagora board | EU•Brussels•environment• 🐺🌱•@tap_free•#StandWithScience🔭🦕•arts🎻🎶🎨•OV•,2019-07-26 18:45:33,1494,3132,56001,False,2021-01-08 09:20:14,"▶️ 75 Mo of those additional doses will be delivered starting as from 2nd quarter of 2021.
▶️ The other ones should… https://t.co/MRrPq6mSyq",,Twitter for iPhone,0,2,False
9172,1417893985683640320,⚜Gitte Theron⚜,South Africa,Thalassophile,2015-02-10 17:06:52,220,397,11675,False,2021-07-21 17:07:24,@Lawrence_h1 Do they know whether they are part of the active vaccine or the saline control group? #labrats… https://t.co/Ysy7C17Tr9,['labrats'],Twitter for Android,0,1,False
7908,1383866819631484929,Kellie Meiman Hock,"Arlington, VA","Proud Nebraskan, Hoya, and trade warrior. Managing Partner of McLarty Associates and happy Nats fan. https://t.co/8yDccNf6Wn…",2010-04-13 17:27:42,466,1425,1471,False,2021-04-18 19:35:35,First #PfizerBioNTech in my boys’ arms. #Maryland ran a terrific process. Grateful. https://t.co/OrsDrxyAau,"['PfizerBioNTech', 'Maryland']",Twitter for iPhone,0,17,False
6415,1366435884535578625,KFIR,"New York, NY",'Fan a Bitch' new single and video OUT NOW!,2009-04-18 07:16:06,12107,309,9606,False,2021-03-01 17:11:16,#PfizerBiontech vaccine done! #musicartist #kfirmusic https://t.co/5QcVBKwrYZ,"['PfizerBiontech', 'musicartist', 'kfirmusic']",Twitter for iPhone,0,0,False
8985,1413420053668716544,Chaig ☘️,"München, Bayern","I can resist many things, temptation not one of them.",2010-07-08 08:59:36,199,601,10524,False,2021-07-09 08:49:35,Had my second dose of #PfizerVaccine yesterday. Had trouble sleeping and muscle in arm hurting even more than after… https://t.co/0w0NKYiRBW,['PfizerVaccine'],Twitter for Android,0,0,False
4150,1352010713787756547,Lizzy Bee 💙,,Iran-UK-NZ-UK. NZ qualified lawyer.  Music & news junkie. Inclusive. She/her. Once voted 'most likely to fight for the underdog.' UK Green Party member.,2020-05-01 17:31:08,118,548,4890,False,2021-01-20 21:50:47,"Oh FFS. 

#vaccines #CovidVaccine
#COVIDVaccination #PfizerBioNTech #AstraZeneca https://t.co/B1V0QM2q34","['vaccines', 'CovidVaccine', 'COVIDVaccination', 'PfizerBioNTech', 'AstraZeneca']",Twitter for Android,0,0,False
2540,1347217118757068807,Sheldon🏳️‍🌈♍️🖤,"Riverdale, UT",23 | UT | Leftist | Socialist | Gender Fluid: he/him she/her they/them 💗🤍💜🖤💙| 🏳️‍🌈🇬🇷 | #genderfluid #queer #socialist #leftist #lgbtq,2014-12-31 04:48:28,376,617,28370,False,2021-01-07 16:22:45,GOT MY SECOND DOSE!!!!! #Pfizer #PfizerVaccine #PfizerBioNTech #PfizerCovidVaccine #COVID19 #CovidVaccine https://t.co/UxKmd6dC7H,"['Pfizer', 'PfizerVaccine', 'PfizerBioNTech', 'PfizerCovidVaccine', 'COVID19', 'CovidVaccine']",Twitter for iPhone,0,1,False
2182,1345786075185295361,Ariel,,RN | NYC | he/him,2012-06-12 21:29:20,87,133,2728,False,2021-01-03 17:36:18,"In just 10 days, I'll have my second dose of the #PfizerBioNTech vaccine.",['PfizerBioNTech'],Twitter for Android,0,3,False
7915,1383767770542886912,CHEManager International,"Weinheim, Germany","Wiley’s leading media brand providing first-hand information on the global chemical, life science and process industries.  https://t.co/xh8S6IJnaB",2010-01-14 07:42:26,3625,1200,470,False,2021-04-18 13:02:00,The #EuropeanUnion is to receive 50 million more doses of the #Coronavaccine from #BioNTech #Pfizer in the second q… https://t.co/i9jLlzmO9H,"['EuropeanUnion', 'Coronavaccine', 'BioNTech', 'Pfizer']",TweetDeck,0,0,False
62,1338596870634041349,Trudeau Kabuki 🎭 🐵 🤡 ☻,Moronto City Of #Morons Canada,"Anti-Trudeau #FireTrudeau #TraitorTrudeau
#TrudeauDictatorship #TrudeauCorruption 
Potus2020🥊🥊🥊
Views are my own.",2018-01-15 22:24:45,1070,1191,50770,False,2020-12-14 21:28:58,"@CPHO_Canada #PfizerBioNTech = Female Sterilization 💥💥💥

#Pfizer =Untested No Liabilities 

#CrimesAgainstHumanity https://t.co/4TIvt3JEVn","['PfizerBioNTech', 'Pfizer', 'CrimesAgainstHumanity']",Twitter Web App,0,0,False
2275,1346037662864568320,IKIGAI,Go figure...,"#Father #Husband #Geospatial #Data #Consultant 
I see no evil, hear no evil and give no recognition to evil.....just hv fun
 #ProudlyNigerian wherever i dey",2010-08-30 17:09:11,221,151,5980,False,2021-01-04 10:16:01,"African countries should have collaborated, and financed research and development for a #COVID19 vaccine, rather th… https://t.co/b5kMVOfnlt",['COVID19'],Twitter for Android,1,1,False
978,1341051595790766081,New Straits Times,Malaysia,"News, views and up-to-date reports from Malaysia's premier news source. All that and more at https://t.co/S8jbx5pMaF",2009-07-09 09:04:01,732441,423,931,True,2020-12-21 16:03:10,"#NSTworld ""I am delighted to announce that the #EMA scientific committee met today and recommended a conditional ma… https://t.co/wtvAsczq43","['NSTworld', 'EMA']",TweetDeck,2,3,False
6834,1370387758053781509,Joanne Gallagher,Belfast ,Museum professional with a passion for face painting. All views are my own.,2012-08-08 21:05:36,208,679,10421,False,2021-03-12 14:54:36,First dose of vaccine done! #PfizerBiontech,['PfizerBiontech'],Twitter for iPhone,0,5,False
8041,1382223499247247362,Magenta,National Capital Region,Loyalty to the country always; loyalty to the government when it deserves it. ~ Mark Twain,2019-02-24 13:50:08,128,1254,15386,False,2021-04-14 06:45:37,Factoring this in. #COVID19 #CovidVaccine #COVID19PH #vaccine #VaccineForAll #PfizerBioNTech #Moderna… https://t.co/j4NOWvKDIj,"['COVID19', 'CovidVaccine', 'COVID19PH', 'vaccine', 'VaccineForAll', 'PfizerBioNTech', 'Moderna']",Twitter for iPhone,0,2,False
5508,1359901541193420800,Rosaleen Hanlon,,,2015-05-20 16:55:58,35,185,3256,False,2021-02-11 16:26:07,@NHSGGC 😘many thanks to all the staff from nurses/porters/admin/attendants @NHSLouisaJordan today who helped get my… https://t.co/E97i2GAnVd,,Twitter for iPhone,0,0,False
2404,1346223630682877957,Alexander Spinelli 🏳️‍🌈,,Engagement Editor @statnews. Contact for #STATMadness. #NH based. Father to Mylo+Togo. Partner to Paul. #Gardener. Lover. Dreamer. He/Him. Views are mine.,2016-09-09 17:40:48,488,1699,10445,False,2021-01-04 22:34:59,"A side-by-side comparison of the Pfizer/BioNTech and Moderna vaccines

The story from @HelenBranswell in @statnews… https://t.co/ULNf57SAPX",,Twitter Web App,13,19,False
7227,1374622528065449984,Digpu,"New Delhi, India",Free Voice with a critical edge. We bring out real yet unattended stories from around the globe. Tweet with #digpu,2019-01-30 16:59:00,393,40,596,False,2021-03-24 07:22:04,The Pfizer-BioNTech vaccine and the Chinese version Sinovac are the only two vaccines available in Hong Kong… https://t.co/xN7bWZYhDC,,Blog2Social APP,0,1,False
6055,1364224558467743748,West Yorkshire Prepared,West Yorkshire,"West Yorkshire Prepared is the region's multi-agency partnership, working together to prepare for and respond to major emergencies in our communities.",2013-11-08 13:33:25,1064,248,1118,False,2021-02-23 14:44:15,📢 Early data from @PHE_uk study shows #PfizerBioNTech #vaccine provides high levels of protection against infection… https://t.co/6mrq8LPJ9x,"['PfizerBioNTech', 'vaccine']",Twitter Web App,0,1,False
56,1338615082239074304,Karthik Raja,"Chicago, IL",Data Scientist and Photographer combining science and art in pursuit of a #BeautifulWorld,2010-04-20 04:22:01,227,243,470,False,2020-12-14 22:41:20,"Such a great feeling. A big thank you to all the healthcare professionals; scientists, nurses, doctors, caregivers.… https://t.co/tR4DUVl5Ud",,Twitter for Android,0,3,False
9439,1421206515873161222,humanisator,Le Monde,"#liberté #dataanalyste #artlover #ingenieur #iadevelopper  ""primum non nocere !"" 11💉+ 💉",2021-07-21 10:53:52,16,43,80,False,2021-07-30 20:30:12,@RWMaloneMD @idrissaberkane So #PfizerBioNTech could you explain us why we have all this undesired cases in Europe?… https://t.co/TLm9qXueIW,['PfizerBioNTech'],Twitter for iPhone,1,2,False
2231,1347975378267205632,Emma Hill,Cornwall,Service Manager for Children and previously Adult L.A Safeguarding Operational Lead. Now bridging the gap between CSC & ASC. Tweeter of Cats and Crisps.,2009-11-28 21:19:48,623,1382,22421,False,2021-01-09 18:35:49,Thank you @plymouthcc and @UHP_NHS for offering Children’s Social Care staff a #PfizerBioNTech vaccination this wee… https://t.co/itPAlEEOf3,['PfizerBioNTech'],Twitter for iPhone,2,23,False
3835,1350359929438130180,TheNews21,"Mumbai, India","It covers regional & federal politics, foreign affairs apart from sports, entertainment, business, tech. Follow Founder Editor @vivekbhavsar",2019-09-01 06:12:36,223,887,133,False,2021-01-16 08:31:10,"23 people died after receiving covid 19 vaccine in Norway, probe launched
#Norway #COVID19 #COVID19Vaccine #Moderna… https://t.co/E2Rzq0tUrk","['Norway', 'COVID19', 'COVID19Vaccine', 'Moderna']",Twitter for Android,0,0,False
9701,1425298481405513737,Karen R-W 💉💉😷 Wear a mask!,"Boise, Idaho","Mom, wife, Autism advocate for my son. Pfizer jab x 2, mask wearing blue girl in a red state. BSU alum.",2009-07-21 19:38:33,2394,2999,3575,False,2021-08-11 03:30:13,"@Mavumavu91 Pfizer shot 1: slightly sore arm
Pfizer shot 2: slightly sore arm &amp; mild headache day after

#PfizerBiontech #MaskAndVax","['PfizerBiontech', 'MaskAndVax']",Twitter for Android,0,0,False
4708,1354713442570141696,Silvia,"Grenoble, France","Postdoctoral Researcher
Organization Maniac
Lunatic: I talk about science every half lunar cycle",2018-05-25 05:51:06,74,204,405,False,2021-01-28 08:50:28,What are the differences and similarities between the two new #coronavirus  #vaccines  from #PfizerBioNTech  and… https://t.co/hF1WocBUmJ,"['coronavirus', 'vaccines', 'PfizerBioNTech']",Twitter Web App,2,1,False
10250,1431571857333899264,theSun,Petaling Jaya,Breaking news updates from the website of Malaysia's free and largest circulating urban newspaper. Like Thesundaily on Facebook & Instagram.,2009-07-29 01:58:44,149491,464,523,False,2021-08-28 10:58:22,"The number of Covid-19 cases today, 28 August 2021.
Remember to observe safety and protective measures when you’re… https://t.co/8nFAfSnYWB",,Twitter Web App,2,8,False
3201,1348655455913074689,Michelle Dansby,"Clinton, SC",Mama by day 👧🏻 PharmD by night 💊 Wife somewhere in between 👩‍❤️‍👨 7 on/7 off Life 🏡🏥 @PC_Pharmacy Grad 👩🏻‍⚕️ #TwitteRx,2011-09-10 23:54:45,78,192,473,False,2021-01-11 15:38:12,"COVID Vaccine #1 ✅ Vaccine #2 ✅
Vaccine #1: Minor Soreness
Vaccine #2: Stay Tuned for Updates 
#PfizerBioNTech… https://t.co/w3NtAyRhMI",['PfizerBioNTech'],Twitter for iPhone,0,2,False
7314,1375800586038300673,Rein Et Tubulopathies,,French research team #INSERM #CNRS Renal Physiology and Tubulopathies located in Paris. See also our Facebook @Transport.Ionique.Renal,2019-01-23 16:34:47,385,196,1937,False,2021-03-27 13:23:15,"My mother gets vaccinated yesterday with the Pfizer, the doctor told her to drink 2l of water to eliminate the ""dir… https://t.co/eQalBQK781",,Twitter for Android,0,1,False
8709,1407666965007814656,Han,,,2013-04-13 13:43:28,185,225,94887,False,2021-06-23 11:48:52,I’m team #PfizerBiontech when do I get my free 5G? https://t.co/Aj7pxihmNf,['PfizerBiontech'],Twitter for iPhone,0,0,False
